codigo_tuss,produto,produto_tratado,laboratorio,valor
90403479,HIXIZINE 10 MG. CX. 10 CPRS.,HIXIZINE 10mg,THERASKIN,1.113
90203607,HIXIZINE 25 MG. CX. 30 CPRS.,HIXIZINE 25mg,THERASKIN,1.1132
90403479,HIXIZINE 25MG 10CPDS,HIXIZINE 25mg,THERASKIN,1.113
90203615,HIXIZINE XPE. FR. 120 ML,HIXIZINE 120mg,THERASKIN,34.06
90333039,HIZENTRA (RESTRITO HOSP.) 200 MG/ML SOL. INJ. SC. CT. FA VD. CSL,HIZENTRA 200mg,BEHRING,639.34
90333047,HIZENTRA (RESTRITO HOSP.) 200 MG/ML SOL. INJ. SC. CT. FA VD. CSL,HIZENTRA 200mg,BEHRING,1278.66
90333020,HIZENTRA (RESTRITO HOSP.) 200 MG/ML SOL. INJ. SC. CT. FR. VD CSL,HIZENTRA 200mg,BEHRING,319.67
90333039,HIZENTRA 200MG/ML SOL.INJ.+FA10ML CSL,HIZENTRA 2000mg,BEHRING,639.34
90333047,HIZENTRA 200MG/ML SOL.INJ.+FA20ML CSL,HIZENTRA 4000mg,BEHRING,1278.66
90333020,HIZENTRA 200MG/ML SOL.INJ.+FA5ML CSL,HIZENTRA 1000mg,BEHRING,319.67
90303431,"HOLMES H 20 MG. + 12,5 MG. BL. 10 CPRS. REV.",HOLMES 20mg,EUROFARMA,1.326
90303440,"HOLMES H 20 MG. + 12,5 MG. BL. 30 CPRS. REV.",HOLMES 20mg,EUROFARMA,1.3313
90303431,"HOLMES H 20+12,5MG 10CPDS REV.",HOLMES 20mg,EUROFARMA,1.326
90303440,"HOLMES H 20+12,5MG 30CPDS REV.",HOLMES 20mg,EUROFARMA,1.3313
90303458,"HOLMES H 40 MG. + 12,5 MG. BL. 10 CPRS. REV.",HOLMES 40mg,EUROFARMA,1.509
90303466,"HOLMES H 40 MG. + 12,5 MG. BL. 30 CPRS. REV.",HOLMES 40mg,EUROFARMA,1.5158
90303474,HOLMES H 40 MG. + 25 MG. BL. 10 CPRS. REV.,HOLMES 40mg,EUROFARMA,1.509
90303482,HOLMES H 40 MG. + 25 MG. BL. 30 CPRS. REV.,HOLMES 40mg,EUROFARMA,1.5158
90303458,"HOLMES H 40+12,5MG 10CPDS REV.",HOLMES 40mg,EUROFARMA,1.509
90303466,"HOLMES H 40+12,5MG 30CPDS REV.",HOLMES 40mg,EUROFARMA,1.5158
90303474,HOLMES H 40+25MG 10CPDS REV.,HOLMES 40mg,EUROFARMA,1.509
90303482,HOLMES H 40+25MG 30CPDS REV.,HOLMES 40mg,EUROFARMA,1.5158
90020359,HOLOXANE (RESTRITO HOSP.) CX. 10 FA 2 G,HOLOXANE 2000mg,BAXTER,221.023
90020340,HOLOXANE (RESTRITO HOSP.) CX. 10 FA. 1 G,HOLOXANE 1000mg,BAXTER,123.148
90020367,HOLOXANE (RESTRITO HOSP.) CX. 10 FA. 500 MG.,HOLOXANE 10mg,BAXTER,64.56
90390768,HOMINUS 2 MG. + 5 MG. 20 CAPS. GEL. DURA MO,HOMINUS 2mg,MOMENTA,3.071
90390776,HOMINUS 2 MG. + 5 MG. 30 CAPS. GEL. DURA MO,HOMINUS 2mg,MOMENTA,3.0707
90390768,HOMINUS 2+5MG GEL DURA BL.20CPDS REV. MOMENTA,HOMINUS 2mg,FARMACEUTIC,3.071
90390776,HOMINUS 2+5MG GEL DURA BL.30CPDS REV. MOMENTA,HOMINUS 2mg,FARMACEUTIC,3.0676
90085000,HORMOSKIN CREME DERM. BISN. 15 G GERMED,HORMOSKIN 15000mg,PHARMA,70.76
90085019,HORMOSKIN CREME DERM. BISN. 30 G GERMED,HORMOSKIN 30000mg,PHARMA,148.23
90121163,HORMOTROP (RESTRITO HOSP.) 12 UI CX. 1 FA + DIL. BACTERIOSTA,HORMOTROP 12mg,BERGAMO,531.68
90403967,HORMOTROP (RESTRITO HOSP.) 12 UI PO LIOF. INJ. CT. 2 FA VD. I,HORMOTROP 12mg,BERGAMO,531.68
90121180,HORMOTROP (RESTRITO HOSP.) 4 UI CX. 1 FA + DIL. BACTERIOSTAT,HORMOTROP 4mg,BERGAMO,182.76
90403940,HORMOTROP (RESTRITO HOSP.) 4 UI PO LIOF. CT. 4 FA VD. INC. +,HORMOTROP 4mg,BERGAMO,182.755
90403959,HORMOTROP (RESTRITO HOSP.) 4 UI PO LIOF. CT. 6 FA VD. INC. +,HORMOTROP 4mg,BERGAMO,182.755
90403975,HORMOTROP (RESTRITO HOSP.) 4 UI PO LIOF. INJ. CT. 5 FA VD. IN,HORMOTROP 4mg,BERGAMO,182.756
90403967,HORMOTROP 12UI PO LIOF.INJ.2FA+DIL 2ML,HORMOTROP 12mg,AMGEN,531.68
90403940,HORMOTROP 4UI PO LIOF.INJ.4FA+DIL 1ML,HORMOTROP 4mg,AMGEN,182.755
90403975,HORMOTROP 4UI PO LIOF.INJ.5FA+DIL 1ML,HORMOTROP 4mg,AMGEN,182.756
90403959,HORMOTROP 4UI PO LIOF.INJ.6FA+DIL 1ML,HORMOTROP 4mg,AMGEN,182.7916
90399307,HORMUS 250 MG/ML. SOL. INJ. CT. AMP. VD. AMB. X 4 ML.,HORMUS 1000mg,EUROFARMA,296.43
90399307,HORMUS 250MG/ML SOL.INJ.1AMP.4ML,HORMUS 1000mg,EUROFARMA,296.43
90422902,HPMIX (*) 200 MG. BL. 25 CPRS.,HPMIX 200mg,ACHE,2.4384
90422902,HPMIX 200MG 25CPDS,HPMIX 200mg,ACHE,2.4384
90422899,HPMIX 50 MG. CREME BISN. 10 G,HPMIX 10000mg,ACHE,15.57
90422899,HPMIX 50MG/G CREM.DERM.10G,HPMIX 10000mg,ACHE,15.57
90051343,HUMALOG 1 FA 10 ML ELI,HUMALOG 1mg,LILLY,92.91
90051351,"HUMALOG 2 REFIS C/3,0 ML ELI",HUMALOG 2mg,LILLY,37.1
90051335,"HUMALOG 5 REFIS C/3,0 ML ELI",HUMALOG 5mg,LILLY,37.108
90051360,HUMALOG KWIK PEN - 1 CANETA 3 ML ELI,HUMALOG 1mg,LILLY,34.04
90051378,HUMALOG KWIK PEN - 5 CANETAS 3 ML ELI,HUMALOG 5mg,LILLY,34.026
90051386,"HUMALOG MIX 25 - 5 REFIS C/3,0 ML ELI",HUMALOG 25mg,LILLY,43.55
90221214,HUMALOG MIX 25 KWIK PEN - 1 CANETA 3 ML ELI,HUMALOG 25mg,LILLY,43.54
90221206,HUMALOG MIX 25 KWIK PEN - 5 CANETAS 3 ML ELI,HUMALOG 25mg,LILLY,43.544
90051394,"HUMALOG MIX 50 - 5 REFIS C/3,0 ML ELI",HUMALOG 50mg,LILLY,43.538
90221192,HUMALOG MIX 50 KWIK PEN - 1 CANETA 3 ML ELI,HUMALOG 50mg,LILLY,43.54
90221222,HUMALOG MIX 50 KWIK PEN - 5 CANETAS 3 ML ELI,HUMALOG 50mg,LILLY,43.544
90389670,HUMECTOL D CX. 20 CPRS. REV.,HUMECTOL 20mg,COSMED,0.381
90330595,"HUMIRA 40 MG. SOL. INJ. CT. 2 BL. X SER. X 0,8 ML + ENV. LEN",HUMIRA 40mg,ABBVIE,4108.515
90330587,"HUMIRA 40 MG. SOL. INJ. CT. 2 BL. X SER. X 0,8 ML + SIT. APL",HUMIRA 40mg,ABBVIE,4108.515
90330641,"HUMIRA 40 MG. SOL. INJ. CT. 2 CX. X 1 FA VD. TRANS. X 0,8 ML",HUMIRA 40mg,ABBVIE,4108.515
90330587,"HUMIRA 40MG 2BL+SER.0,8ML+SIST.APLIC.(PEN)+LENCO ALCOOL",HUMIRA 40mg,ABBVIE,4108.515
90330641,"HUMIRA 40MG SOL.INJ.2CX/1FA 0,8ML+SER.AGULHA+ADAPT.+2LENCOS AL",HUMIRA 40mg,ABBVIE,4108.515
90421582,"HUMIRA AC 20 MG. SOL. INJ. CT. 2 BL. SER. PREENCH. X 0,2 ML +",HUMIRA 20mg,ABBVIE,2054.25
90421582,"HUMIRA AC 20MG SOL.INJ.2BL.SER.PREENC.0,2ML+ENV.LENCO ALCOOL",HUMIRA 20mg,ABBVIE,2054.25
90421566,HUMIRA AC 40 MG. SOL. INJ. CT. 2 BL. SER. PREENCH. VD. TRANS.,HUMIRA 40mg,ABBVIE,4108.515
90421515,HUMIRA AC 40 MG. SOL. INJ. CT. 2 BL. SER. PREENCH. VD. TRANS.,HUMIRA 40mg,ABBVIE,4108.515
90421523,HUMIRA AC 40 MG. SOL. INJ. CT. 2 BL. SER. PREENCH. VD. TRANS.,HUMIRA 40mg,ABBVIE,4108.515
90421515,"HUMIRA AC 40MG SOL.INJ.2BL.SER.PREENC.0,4ML+CAN.APLIC+ENV.LENC",HUMIRA 40mg,ABBVIE,4108.515
90421523,"HUMIRA AC 40MG SOL.INJ.2BL.SER.PREENC.0,4ML+CAN.APLIC.(ADVANCE",HUMIRA 40mg,ABBVIE,4108.515
90421566,"HUMIRA AC 40MG SOL.INJ.2BL.SER.PREENC.0,4ML+ENV.LENCO ALCOOL",HUMIRA 40mg,ABBVIE,4108.515
90421531,HUMIRA AC 80 MG. SOL. INJ. CT. BL. SER. PREENCH. VD. TRANS. X,HUMIRA 80mg,ABBVIE,8217.03
90421540,HUMIRA AC 80 MG. SOL. INJ. CT. BL. SER. PREENCH. VD. TRANS. X,HUMIRA 80mg,ABBVIE,8217.03
90421558,HUMIRA AC 80 MG. SOL. INJ. CT. BL. SER. PREENCH. VD. TRANS. X,HUMIRA 80mg,ABBVIE,8217.03
90421558,"HUMIRA AC 80MG SOL.INJ.1BL.SER.PREENC.0,8ML+CAN.APLIC.(ADVANCE",HUMIRA 80mg,ABBVIE,4108.515
90421540,"HUMIRA AC 80MG SOL.INJ.1BL.SER.PREENC.0,8ML+CAN.APLIC.+ENV.LEN",HUMIRA 80mg,ABBVIE,4108.515
90421531,"HUMIRA AC 80MG SOL.INJ.1BLSER.PREENC.0,8ML+ENV.LENCO ALCOOL",HUMIRA 80mg,ABBVIE,4108.515
90051408,"HUMULIN 70/30 2 REFIS. 3,0 ML ELI",HUMULIN 70mg,LILLY,25.36
90051416,HUMULIN 70N/30R FA 10 ML ELI,HUMULIN 70mg,LILLY,47.03
90051432,"HUMULIN N 2 REFIS. 3,0 ML ELI",HUMULIN 2mg,LILLY,25.36
90051424,HUMULIN NPH FA 10 ML ELI,HUMULIN 10mg,LILLY,47.03
90051440,"HUMULIN R 2 REFIS. 3,0 ML ELI",HUMULIN 2mg,LILLY,25.36
90051459,HUMULIN R FA 10 ML ELI,HUMULIN 10mg,LILLY,47.03
90292782,HYALUDERMIN CREME BISN. 10 G,HYALUDERMIN 10000mg,TRB-PHARMA,22.47
90292774,HYALUDERMIN CREME BISN. 30 G,HYALUDERMIN 30000mg,TRB-PHARMA,63.92
90384989,HYCAMTIN (RESTRITO HOSP.) INJ. 4 MG. FA,HYCAMTIN 4mg,NOVARTIS,1173.45
90384989,HYCAMTIN (RESTRITO HOSP.) INJ. 4 MG. FA,HYCAMTIN 4mg,NOVARTIS,1173.45
90338200,HYCIMET (RESTRITO HOSP.) 150 MG/ML 2 ML CX. 100 AMPS.,HYCIMET 300mg,HYPOFARMA,0.8908
90099524,HYCLIN (RESTRITO HOSP.) 150 MG/ML CX. 50 X 4 ML,HYCLIN 600mg,HYPOFARMA,20.2144
90035259,HYDREA FR. 100 CAPS,HYDREA 100mg,B-MS,1.6154
90099559,HYNALGIN (RESTRITO HOSP.) 500 MG/ML CX. 100 X 2 ML,HYNALGIN 1000mg,HYPOFARMA,0.919
90099567,HYNALGIN (RESTRITO HOSP.) 500 MG/ML CX. 100 X 5 ML,HYNALGIN 2500mg,HYPOFARMA,1.3748
90134184,HYPERIUM 30 CPRS.,HYPERIUM 30mg,SERVIER,2.5341
90099575,HYPLEX B (RESTRITO HOSP.) CX. 100 X 2 ML,HYPLEX 100mg,HYPOFARMA,0.7966
90403517,HYPNOMIDATE (RESTRITO HOSP.) 2 MG/ML SOL. INJ. IV CX. 5 AMPS JANSSEN -,HYPNOMIDATE 2mg,CILAG,20.698
90403517,HYPNOMIDATE 2MG/ML SOL.INJ.5AMP 10ML,HYPNOMIDATE 20mg,JANSSEN-CILAG,20.698
90361245,HYPOCAINA (RESTRITO HOSP.) 1% S/V CX. 25 FRS. X 20 ML,HYPOCAINA 1mg,HYPOFARMA,3.5712
90403428,HYPOCAINA (RESTRITO HOSP.) 1% S/VASO CX. 100 AMPS. X 5 ML,HYPOCAINA 1mg,HYPOFARMA,0.8928
90403428,HYPOCAINA (RESTRITO HOSP.) 1% S/VASO CX. 100 AMPS. X 5 ML,HYPOCAINA 1mg,HYPOFARMA,0.8928
90099605,HYPOCAINA (RESTRITO HOSP.) 2% C/V CX. 25 FRS. X 20 ML,HYPOCAINA 2mg,HYPOFARMA,4.8412
90099591,HYPOCAINA (RESTRITO HOSP.) 2% S/V CX. 100 AMPS. 5 ML,HYPOCAINA 2mg,HYPOFARMA,1.2591
90099605,HYPOCAINA 2% C/V CX. 25 FA X 20 ML,HYPOCAINA 2mg,HYPOFARMA,4.8412
90099630,HYPOCINA COMPOSTA (RESTRITO HOSP.) CX. 50 X 5 ML,HYPOCINA 50mg,HYPOFARMA,1.744
90380703,HYPOFLOX (RESTRITO HOSP.) 2 MG/ML SOL. INJ. BOLS. PLAST. X 1,HYPOFLOX 2mg,HYPOFARMA,82.08
90099672,HYPONOR 8 MG (RESTRITO HOSP.) (EQUIV. A 4 MG NOREPINEFRINA B,HYPONOR 8mg,HYPOFARMA,16.432
90099699,HYPOVERIN (RESTRITO HOSP.) CX. 10 X 2 ML,HYPOVERIN 10mg,HYPOFARMA,14.709
90416791,"HYQVIA (RESTRITO HOSP.) 0,1 G/ML SOL. INJ. FA VD. INC. X 100",HYQVIA 100mg,SHIRE,3416.57
90416775,"HYQVIA (RESTRITO HOSP.) 0,1 G/ML SOL. INJ. FA VD. INC. X 200",HYQVIA 100mg,SHIRE,6833.13
90416767,"HYQVIA (RESTRITO HOSP.) 0,1 G/ML SOL. INJ. FA VD. INC. X 25 M",HYQVIA 100mg,SHIRE,854.13
90416805,"HYQVIA (RESTRITO HOSP.) 0,1 G/ML SOL. INJ. FA VD. INC. X 300",HYQVIA 100mg,SHIRE,10249.7
90416783,"HYQVIA (RESTRITO HOSP.) 0,1 G/ML SOL. INJ. FA VD. INC. X 50 M",HYQVIA 100mg,SHIRE,1708.28
90079841,HYSTIN 2 MG. CX. 20 CPRS.,HYSTIN 2mg,GEOLAB,0.327
90079825,"HYSTIN 2,0 MG/5,0 ML. SOL. ORAL VD. AMB. X 120 ML.",HYSTIN 2mg,GEOLAB,10.8
90350685,HYTAMICINA (RESTRITO HOSP.) 40 MG/ML 2 ML CX. 100 AMPS.,HYTAMICINA 80mg,HYPOFARMA,2.8086
90429257,HYTAS (RESTRITO HOSP.) 100 MG/ML SOL. INJ. FA VD. INC. X 5 ML,HYTAS 500mg,ACCORD,116.19
90002423,HYTAS (RESTRITO HOSP.) 100 MG/ML SOL. INJ. FA VD. X 10 ML,HYTAS 1000mg,ACCORD,216.51
90002440,HYTAS (RESTRITO HOSP.) 25 MG/ML SOL. INJ. FA VD. X 2 ML,HYTAS 50mg,ACCORD,18.68
90208986,HYTOS PLUS SOL. ORAL GTS. 15 ML UNIAO,HYTOS 15mg,QUIMICA,20.42
90208994,HYTOS PLUS XPE. 100 ML UNIAO,HYTOS 100mg,QUIMICA,17.12
90099702,"HYTROPIN (RESTRITO HOSP.) 0,25 MG. CX. 100 X 1 ML",HYTROPIN 0.25mg,HYPOFARMA,0.7146
90099710,"HYTROPIN (RESTRITO HOSP.) 0,50 MG. CX. 100 X 1 ML.",HYTROPIN 0.5mg,HYPOFARMA,0.7222
90250400,HYZAAR 100/25 MG. CX. BL. X 15 CPRS. MERCK SHARP &,HYZAAR 100mg,DOHME,2.2358
90162625,HYZAAR 100/25 MG. CX.2 BL. X 15 CPRS. MERCK SHARP &,HYZAAR 100mg,DOHME,2.2328
90250397,"HYZAAR 50/12,5 MG. CX. BL. X 15 CPRS. MERCK SHARP &",HYZAAR 50mg,DOHME,1.356
90162633,"HYZAAR 50/12,5 MG. CX.2 BL. X 15 CPRS. MERCK SHARP &",HYZAAR 50mg,DOHME,1.3536
90229983,IBANDRONATO DE SODIO - GENERICO 150 MG. 1 CPR. REV.,IBANDRONATO 150mg,BIOSINTETICA,121.16
90422627,IBRANCE 100MG 21CAPS DURA,IBRANCE 100mg,PFIZER,798.7865
90422635,IBRANCE 125 MG. 21 CAPS.,IBRANCE 125mg,PFIZER,799.1062
90422635,IBRANCE 125MG 21CAPS DURA,IBRANCE 125mg,PFIZER,798.7865
90422627,IBRANCE 150 MG. 21 CAPS.,IBRANCE 150mg,PFIZER,799.1062
90422619,IBRANCE 75 MG. 21 CAPS.,IBRANCE 75mg,PFIZER,799.1062
90422619,IBRANCE 75MG 21CAPS DURA,IBRANCE 75mg,PFIZER,798.7865
90142870,IBUFLEX 100 MG/ML SUSP. ORAL FR. 30 ML,IBUFLEX 3000mg,LEGRAND,13.14
90142870,IBUFLEX 100MG/ML SUSP.ORAL 30ML LEGRAND,IBUFLEX 3000mg,OTC,13.14
90283759,IBUFLEX 400 MG. 10 BL. X 4 CAPS. GEL. MOLE,IBUFLEX 400mg,LEGRAND,1.782
90283740,IBUFLEX 400 MG. 2 BL. X 4 CAPS. GEL. MOLE,IBUFLEX 400mg,LEGRAND,1.7838
90283759,IBUFLEX 400MG 40CAPS GEL.MOLE(EMB. MULT) LEGRAND,IBUFLEX 400mg,OTC,1.782
90283740,IBUFLEX 400MG 8CAPS GEL.MOLE LEGRAND,IBUFLEX 400mg,OTC,1.7838
90282507,IBUFRAN 300 MG. BL. 20 CPRS. NEO,IBUFRAN 300mg,QUIMICA,0.7445
90219597,IBUFRAN 400 MG. BL. 10 CPRS. NEO,IBUFRAN 400mg,QUIMICA,1.377
90282493,IBUFRAN 50 MG/ML SUSP. ORAL FR. PLAST. OPC GOT. X 30 ML NEO,IBUFRAN 1500mg,QUIMICA,19.59
90364538,IBUFRAN 600 MG CX. 3 BL. X 10 CPRS. REV. NEO,IBUFRAN 600mg,QUIMICA,0.8828
90221370,IBULIV 100 MG/ML SUSP. ORAL FR. 20 ML,IBULIV 2000mg,EMS,14.32
90221389,IBULIV 400 MG. 1 BL. X 10 CPRS. REV.,IBULIV 400mg,EMS,1.157
90256387,IBULIV 400 MG. 10 BL. X 4 CAPS. GEL. MOLE-E,IBULIV 400mg,EMS,1.781
90256379,IBULIV 400 MG. 2 BL. X 4 CAPS. GEL. MOLE-E,IBULIV 400mg,EMS,1.8863
90256387,IBULIV 400MG 10BLX4CAPS GEL.,IBULIV 400mg,EMS,1.781
90256379,IBULIV 400MG 2BLX4CAPS GEL.,IBULIV 400mg,EMS,1.8863
90311922,IBUPRIL (*)(LIBERADO) 600 MG. BL. 20 CPRS. TEUTO,IBUPRIL 600mg,BRAS.,0.655
90258258,IBUPRIL (*)(RESTRITO HOSP.)(LIBERADO) 600 MG. BL. 200 CPRS. TEUTO,IBUPRIL 600mg,BRAS.,1.0275
90312414,IBUPRIL (LIBERADO) 100 MG/ML SUSP. ORAL GTS. 20 ML TEUTO,IBUPRIL 2000mg,BRAS.,13.46
90311965,IBUPRIL (LIBERADO) 300 MG. 100 CPRS. (EMB. FRAC.) TEUTO,IBUPRIL 300mg,BRAS.,0.3654
90311957,IBUPRIL (LIBERADO) 300 MG. BL. 20 CPRS. TEUTO,IBUPRIL 300mg,BRAS.,0.4525
90311981,IBUPRIL (LIBERADO) 400 MG. BL. AL. PLAS. INC. X 10 CPRS. GEL TEUTO,IBUPRIL 400mg,BRAS.,1.715
90311990,IBUPRIL (LIBERADO) 400 MG. BL. AL. PLAS. INC. X 30 CAPS. GEL TEUTO,IBUPRIL 400mg,BRAS.,1.9883
90312066,IBUPRIL (LIBERADO) 400 MG. BL. AL. PLAS. TRANS. X 10 CPRS. R TEUTO,IBUPRIL 400mg,BRAS.,1.22
90312414,IBUPRIL 100MG/ML SUSP.ORAL 20ML TEUTO,IBUPRIL 2000mg,BRAS,13.46
90311981,IBUPRIL 400MG 10CAPS GEL.MOLE(LIBERADO) TEUTO,IBUPRIL 400mg,BRAS,1.715
90312066,IBUPRIL 400MG 10CPDS REV.(LIBERADO) TEUTO,IBUPRIL 400mg,BRAS,1.22
90311990,IBUPRIL 400MG 36CAPS GEL.MOLE(LIBERADO) TEUTO,IBUPRIL 400mg,BRAS,1.9883
90292790,IBUPRIL 50 MG/ML SUSP. ORAL FR. GOT. PLAST. OPC. X 30 ML TEUTO,IBUPRIL 1500mg,BRAS.,9.01
90181077,IBUPROFENO - GENERICO (*) (RESTRITO HOSP.) 600 MG. COM. REV. PRATI,IBUPROFENO 600mg,DONADUZZI,0.3906
90181050,IBUPROFENO - GENERICO (*) 600 MG. COM. REV. CT. BL. AL. PLAS PRATI,IBUPROFENO 600mg,DONADUZZI,0.7995
90238133,IBUPROFENO - GENERICO (*) 600 MG. COM. REV. CT. BL. AL. PLAS PRATI,IBUPROFENO 600mg,DONADUZZI,0.7931
90355113,IBUPROFENO - GENERICO (*) 600 MG. COM. REV. CT. BL. AL. PLAS. PRATI,IBUPROFENO 600mg,DONADUZZI,0.7997
90138155,IBUPROFENO - GENERICO (LIBERADO) 400 MG. BL. 10 CPRS. REV. TEUTO,IBUPROFENO 400mg,BRAS.,0.999
90259068,IBUPROFENO - GENERICO (LIBERADO) 50 MG/ML SUSP. ORAL. FR. GO TEUTO,IBUPROFENO 50mg,BRAS.,9.67
90259076,IBUPROFENO - GENERICO (RESTRITO HOSP.)(LIBERADO) 50 MG/ML SU TEUTO,IBUPROFENO 50mg,BRAS.,14.764
90085027,IBUPROFENO - GENERICO 100 MG/ML FR. 20 ML,IBUPROFENO 2000mg,GERMED,14.32
90230175,IBUPROFENO - GENERICO 100 MG/ML FR. GTS. 20 ML,IBUPROFENO 2000mg,BIOSINTETICA,13.56
90282418,IBUPROFENO - GENERICO 100 MG/ML GTS. FR. 20 ML NEO,IBUPROFENO 2000mg,QUIMICA,19.48
90168712,IBUPROFENO - GENERICO 100 MG/ML SUS. OR. CT. FR. PLAS. OPC. NOVA,IBUPROFENO 100mg,QUIMICA,14.23
90364686,IBUPROFENO - GENERICO 100 MG/ML SUSP. OR. CT. FR. PLAST. OPC,IBUPROFENO 100mg,MEDLEY,11.37
90142888,IBUPROFENO - GENERICO 100 MG/ML SUSP. ORAL FR. 20 ML GEN -,IBUPROFENO 2000mg,LEGRAND,14.81
90224531,IBUPROFENO - GENERICO 100 MG/ML. FR. 20 ML.,IBUPROFENO 2000mg,GEOLAB,11.32
90085043,IBUPROFENO - GENERICO 20 MG/ML SUSP. ORAL FR. 100 ML,IBUPROFENO 2000mg,GERMED,11.1
90085051,IBUPROFENO - GENERICO 400 MG. BL. 10 CPRS. REV.,IBUPROFENO 400mg,GERMED,1.062
90282671,IBUPROFENO - GENERICO 400 MG. CX. 10 CPRS. NEO,IBUPROFENO 400mg,QUIMICA,1.428
90085060,IBUPROFENO - GENERICO 50 MG/ML FR. 30 ML,IBUPROFENO 1500mg,GERMED,11.92
90126971,IBUPROFENO - GENERICO 50 MG/ML FR. GTS. 30 ML,IBUPROFENO 1500mg,BIOSINTETICA,11.14
90282400,IBUPROFENO - GENERICO 50 MG/ML GTS. FR. 30 ML NEO,IBUPROFENO 1500mg,QUIMICA,15.61
90364708,IBUPROFENO - GENERICO 50 MG/ML SUSP. OR. CT. FR. PLAST. OPC,IBUPROFENO 50mg,MEDLEY,11.44
90142896,IBUPROFENO - GENERICO 50 MG/ML SUSP. ORAL FR. 30 ML GEN -,IBUPROFENO 1500mg,LEGRAND,11.03
90279581,IBUPROFENO - GENERICO 50 MG/ML. FR. X 30 ML.,IBUPROFENO 1500mg,GEOLAB,9.62
90355113,IBUPROFENO GEN.600MG 30CPDS REV.,IBUPROFENO 600mg,PRATI-DONADUZZI,0.7989
90308409,IBUVIX (*) 600 MG. CX. 20 CPRS.,IBUVIX 600mg,GEOLAB,0.6415
90308417,IBUVIX (*) 600 MG. CX. 30 CPRS.,IBUVIX 600mg,GEOLAB,0.6417
90279670,IBUVIX 300 MG. CX. 20 CPRS.,IBUVIX 300mg,GEOLAB,0.5055
90279689,IBUVIX 300 MG. CX. 30 CPRS.,IBUVIX 300mg,GEOLAB,0.506
90279697,IBUVIX 400 MG. CX. 10 CPRS.,IBUVIX 400mg,GEOLAB,1.471
90284585,ICACORT CREME 30 G.,ICACORT 30000mg,BAYER,25.31
90327241,ICADEN CREME 20 G,ICADEN 20000mg,BAYER,27.71
90327250,ICADEN SOL. FR. 30 ML,ICADEN 30mg,BAYER,39.0
90327268,ICADEN SPRAY FR. 60 ML,ICADEN 60mg,BAYER,72.58
90026543,"ICTUS 12,5 MG. 2 BL. X 15 CPRS. REV. BIOLAB",ICTUS 12.5mg,SANUS,1.2284
90026551,"ICTUS 12,5 MG. BL. 60 CPRS. BIOLAB",ICTUS 12.5mg,SANUS,0.8599
90026560,ICTUS 25 MG. 2 BL. X 15 CPRS. REV. BIOLAB,ICTUS 25mg,SANUS,1.4436
90026578,ICTUS 25 MG. BL. 60 CPRS. BIOLAB,ICTUS 25mg,SANUS,0.8599
90026586,"ICTUS 3,125 MG. 2 BL. X 15 CPRS. REV. BIOLAB",ICTUS 3.12mg,SANUS,0.951
90026594,"ICTUS 3,125 MG. BL. 60 CPRS. BIOLAB",ICTUS 3.12mg,SANUS,0.8599
90026608,"ICTUS 6,25 MG. 2 BL. X 15 CPRS. REV. BIOLAB",ICTUS 6.25mg,SANUS,1.0689
90026616,"ICTUS 6,25 MG. BL. 60 CPRS. BIOLAB",ICTUS 6.25mg,SANUS,0.8599
90039297,IDA (RESTRITO HOSP.) 10 MG. PO LIOF. INJ. FA VD. + AMP. VD.,IDA 10mg,CHEMICALTECH,1080.15
90039300,IDA (RESTRITO HOSP.) 5 MG. PO LIOF. INJ. FA VD. + AMP. VD. D,IDA 5mg,CHEMICALTECH,564.41
90068980,IFOSFAMIDA - GENERICO (RESTRITO HOSP.) 1 G PO PREP. EXT. INJ,IFOSFAMIDA 1000mg,EUROFARMA,80.056
90068998,IFOSFAMIDA - GENERICO (RESTRITO HOSP.) 2 G PO PREP. EXT. INJ,IFOSFAMIDA 2000mg,EUROFARMA,141.17
90385136,ILARIS 150 MG/ML. SOL. INJ. CT. 1 FA VD. INC. X 1 ML.,ILARIS 150mg,NOVARTIS,49908.85
90257847,IMATINIBE - GENERICO (ICMS 0%) (RESTRITO HOSP.) 100 MG. 6 BL,IMATINIBE 0mg,CRISTALIA,67.7035
90257871,IMATINIBE - GENERICO (ICMS 0%) (RESTRITO HOSP.) 400 MG. 6 BL,IMATINIBE 0mg,CRISTALIA,135.4206
90311299,IMBRUVICA 140 MG. FR. PLAS. OPC. CT. X 120 CAPS. DURA JANSSEN -,IMBRUVICA 140mg,CILAG,439.799
90311302,IMBRUVICA 140 MG. FR. PLAS. OPC. CT. X 90 CAPS. DURA JANSSEN -,IMBRUVICA 140mg,CILAG,441.1235
90311299,IMBRUVICA 140MG 120CAPS GEL.DURA,IMBRUVICA 140mg,JANSSEN-CILAG,439.799
90311302,IMBRUVICA 140MG 90CPDS GEL.DURA,IMBRUVICA 140mg,JANSSEN-CILAG,441.1235
90419120,IMENSE 100 MG. 6 BL. X 10 CPRS. REV. LIB. PROL. SIGMA,IMENSE 100mg,PHARMA,2.1825
90390059,IMENSE 100 MG. LIB. PROL.-S 3 BL. X 10 CPRS. REV. SIGMA,IMENSE 100mg,PHARMA,2.7283
90390067,IMENSE 100 MG. LIB. PROL.-S BL. 10 CPRS. REV. SIGMA,IMENSE 100mg,PHARMA,2.728
